Date;Group;Series;Tasa_suecia;tasa_eeuu;riesgo_suecia
13/02/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
14/02/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
17/02/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
18/02/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
19/02/2020;Riksbank key interest rates;Policy rate;0;1,69;-1,69
20/02/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
21/02/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
24/02/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
25/02/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
26/02/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
27/02/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
28/02/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
2/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
3/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
4/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
5/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
6/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
9/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
10/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
11/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
12/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
13/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
16/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
17/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
18/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
19/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
20/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
23/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
24/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
25/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
26/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
27/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
30/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
31/03/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
1/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
2/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
3/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
6/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
7/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
8/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
9/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
14/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
15/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
16/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
17/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
20/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
21/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
22/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
23/04/2020;Riksbank key interest rates;Policy rate;0;1,70;-1,70
24/04/2020;Riksbank key interest rates;Policy rate;0;1,90;-1,90
27/04/2020;Riksbank key interest rates;Policy rate;0;1,90;-1,90
28/04/2020;Riksbank key interest rates;Policy rate;0;1,90;-1,90
29/04/2020;Riksbank key interest rates;Policy rate;0;1,90;-1,90
30/04/2020;Riksbank key interest rates;Policy rate;0;1,90;-1,90
4/05/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
5/05/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
6/05/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
7/05/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
8/05/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
11/05/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
12/05/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
13/05/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
14/05/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
15/05/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
18/05/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
19/05/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
20/05/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
22/05/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
25/05/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
26/05/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
27/05/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
28/05/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
29/05/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
1/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
2/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
3/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
4/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
5/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
8/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
9/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
10/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
11/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
12/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
15/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
16/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
17/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
18/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
22/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
23/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
24/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
25/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
26/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
29/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
30/06/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
1/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
2/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
3/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
6/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
7/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
8/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
9/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
10/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
13/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
14/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
15/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
16/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
17/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
20/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
21/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
22/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
23/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
24/07/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
27/07/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
28/07/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
29/07/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
30/07/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
31/07/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
3/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
4/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
5/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
6/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
7/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
10/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
11/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
12/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
13/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
14/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
17/08/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
18/08/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
19/08/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
20/08/2020;Riksbank key interest rates;Policy rate;0;1,91;-1,91
21/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
24/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
25/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
26/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
27/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
28/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
31/08/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
1/09/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
2/09/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
3/09/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
4/09/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
7/09/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
8/09/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
9/09/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
10/09/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
11/09/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
14/09/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
15/09/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
16/09/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
17/09/2020;Riksbank key interest rates;Policy rate;0;1,92;-1,92
18/09/2020;Riksbank key interest rates;Policy rate;0;1,93;-1,93
21/09/2020;Riksbank key interest rates;Policy rate;0;1,93;-1,93
22/09/2020;Riksbank key interest rates;Policy rate;0;1,93;-1,93
23/09/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
24/09/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
25/09/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
28/09/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
29/09/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
30/09/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
1/10/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
2/10/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
5/10/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
6/10/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
7/10/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
8/10/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
9/10/2020;Riksbank key interest rates;Policy rate;N/A;2,18;#¡VALOR!
12/10/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
13/10/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
14/10/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
15/10/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
16/10/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
19/10/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
20/10/2020;Riksbank key interest rates;Policy rate;0;2,18;-2,18
21/10/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
22/10/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
23/10/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
26/10/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
27/10/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
28/10/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
29/10/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
30/10/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
2/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
3/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
4/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
5/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
6/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
9/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
10/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
11/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
12/11/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
13/11/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
16/11/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
17/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
18/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
19/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
20/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
23/11/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
24/11/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
25/11/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
26/11/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
27/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
30/11/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
1/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
2/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
3/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
4/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
7/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
8/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
9/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
10/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
11/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
14/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
15/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
16/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
17/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
18/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
21/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
22/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
23/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
28/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
29/12/2020;Riksbank key interest rates;Policy rate;0;2,19;-2,19
30/12/2020;Riksbank key interest rates;Policy rate;0;2,20;-2,20
4/01/2021;Riksbank key interest rates;Policy rate;0;2,20;-2,20
5/01/2021;Riksbank key interest rates;Policy rate;0;2,20;-2,20
7/01/2021;Riksbank key interest rates;Policy rate;0;2,19;-2,19
8/01/2021;Riksbank key interest rates;Policy rate;0;2,19;-2,19
11/01/2021;Riksbank key interest rates;Policy rate;0;2,19;-2,19
12/01/2021;Riksbank key interest rates;Policy rate;0;2,20;-2,20
13/01/2021;Riksbank key interest rates;Policy rate;0;2,19;-2,19
14/01/2021;Riksbank key interest rates;Policy rate;0;2,19;-2,19
15/01/2021;Riksbank key interest rates;Policy rate;0;2,19;-2,19
18/01/2021;Riksbank key interest rates;Policy rate;0;2,19;-2,19
19/01/2021;Riksbank key interest rates;Policy rate;0;2,19;-2,19
20/01/2021;Riksbank key interest rates;Policy rate;0;2,19;-2,19
21/01/2021;Riksbank key interest rates;Policy rate;0;2,20;-2,20
22/01/2021;Riksbank key interest rates;Policy rate;0;2,20;-2,20
25/01/2021;Riksbank key interest rates;Policy rate;0;2,20;-2,20
26/01/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
27/01/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
28/01/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
29/01/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
1/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
2/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
3/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
4/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
5/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
8/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
9/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
10/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
11/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
12/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
15/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
16/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
17/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
18/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
19/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
22/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
23/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
24/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
25/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
26/02/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
1/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
2/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
3/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
4/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
5/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
8/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
9/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
10/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
11/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
12/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
15/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
16/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
17/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
18/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
19/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
22/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
23/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
24/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
25/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
26/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
29/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
30/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
31/03/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
1/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
6/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
7/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
8/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
9/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
12/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
13/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
14/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
15/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
16/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
19/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
20/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
21/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
22/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
23/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
26/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
27/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
28/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
29/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
30/04/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
3/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
4/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
5/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
6/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
7/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
10/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
11/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
12/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
14/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
17/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
18/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
19/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
20/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
21/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
24/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
25/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
26/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
27/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
28/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
31/05/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
1/06/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
2/06/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
3/06/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
4/06/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
7/06/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
8/06/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
9/06/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
10/06/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
11/06/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
14/06/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
15/06/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
16/06/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
17/06/2021;Riksbank key interest rates;Policy rate;0;2,43;-2,43
18/06/2021;Riksbank key interest rates;Policy rate;0;2,43;-2,43
21/06/2021;Riksbank key interest rates;Policy rate;0;2,43;-2,43
22/06/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
23/06/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
24/06/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
28/06/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
29/06/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
30/06/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
1/07/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
2/07/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
5/07/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
6/07/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
7/07/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
8/07/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
9/07/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
12/07/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
13/07/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
14/07/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
15/07/2021;Riksbank key interest rates;Policy rate;0;2,42;-2,42
16/07/2021;Riksbank key interest rates;Policy rate;0;2,43;-2,43
19/07/2021;Riksbank key interest rates;Policy rate;0;2,44;-2,44
20/07/2021;Riksbank key interest rates;Policy rate;0;2,44;-2,44
21/07/2021;Riksbank key interest rates;Policy rate;0;2,44;-2,44
22/07/2021;Riksbank key interest rates;Policy rate;0;2,44;-2,44
23/07/2021;Riksbank key interest rates;Policy rate;0;2,44;-2,44
26/07/2021;Riksbank key interest rates;Policy rate;0;2,44;-2,44
27/07/2021;Riksbank key interest rates;Policy rate;0;2,44;-2,44
28/07/2021;Riksbank key interest rates;Policy rate;0;2,44;-2,44
29/07/2021;Riksbank key interest rates;Policy rate;0;2,44;-2,44
30/07/2021;Riksbank key interest rates;Policy rate;0;2,44;-2,44
2/08/2021;Riksbank key interest rates;Policy rate;0;2,45;-2,45
3/08/2021;Riksbank key interest rates;Policy rate;0;2,45;-2,45
4/08/2021;Riksbank key interest rates;Policy rate;0;2,45;-2,45
5/08/2021;Riksbank key interest rates;Policy rate;0;2,41;-2,41
6/08/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
9/08/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
10/08/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
11/08/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
12/08/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
13/08/2021;Riksbank key interest rates;Policy rate;0;2,39;-2,39
16/08/2021;Riksbank key interest rates;Policy rate;0;2,38;-2,38
17/08/2021;Riksbank key interest rates;Policy rate;0;2,38;-2,38
18/08/2021;Riksbank key interest rates;Policy rate;0;2,38;-2,38
19/08/2021;Riksbank key interest rates;Policy rate;0;2,38;-2,38
20/08/2021;Riksbank key interest rates;Policy rate;0;2,38;-2,38
23/08/2021;Riksbank key interest rates;Policy rate;0;2,38;-2,38
24/08/2021;Riksbank key interest rates;Policy rate;0;2,40;-2,40
25/08/2021;Riksbank key interest rates;Policy rate;0;2,39;-2,39
26/08/2021;Riksbank key interest rates;Policy rate;0;2,39;-2,39
27/08/2021;Riksbank key interest rates;Policy rate;0;2,39;-2,39
30/08/2021;Riksbank key interest rates;Policy rate;0;2,39;-2,39
31/08/2021;Riksbank key interest rates;Policy rate;0;2,39;-2,39
1/09/2021;Riksbank key interest rates;Policy rate;0;2,39;-2,39
2/09/2021;Riksbank key interest rates;Policy rate;0;2,38;-2,38
3/09/2021;Riksbank key interest rates;Policy rate;0;2,38;-2,38
6/09/2021;Riksbank key interest rates;Policy rate;0;2,38;-2,38
7/09/2021;Riksbank key interest rates;Policy rate;0;2,38;-2,38
8/09/2021;Riksbank key interest rates;Policy rate;0;2,38;-2,38
9/09/2021;Riksbank key interest rates;Policy rate;0;2,38;-2,38
10/09/2021;Riksbank key interest rates;Policy rate;0;2,39;-2,39
