Date;Group;Series;Value;Group;Series;Value
12/09/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,7575
13/09/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
14/09/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
15/09/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,6875
16/09/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,76
17/09/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,7225
18/09/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,7175
19/09/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,7225
20/09/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
21/09/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
22/09/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,6225
23/09/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,5075
24/09/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,56
25/09/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,5475
26/09/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,6225
27/09/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
28/09/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
29/09/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,7725
30/09/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,78
1/10/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;6,88
2/10/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;7,035
3/10/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;7,0275
4/10/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
5/10/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
6/10/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;7,185
7/10/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;7,1075
8/10/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;7,115
9/10/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;7,0475
10/10/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;7,1475
11/10/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
12/10/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
13/10/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;7,0575
14/10/2008;Riksbank key interest rates;Policy rate;4,75;Currencies against Swedish kronor;1 USD;7,095
15/10/2008;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;7,2025
16/10/2008;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;7,5025
17/10/2008;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;7,39
18/10/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
19/10/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
20/10/2008;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;7,3075
21/10/2008;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;7,5125
22/10/2008;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;7,8675
23/10/2008;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;7,85
24/10/2008;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;7,915
25/10/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
26/10/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
27/10/2008;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;8,085
28/10/2008;Riksbank key interest rates;Policy rate;4,25;Currencies against Swedish kronor;1 USD;7,99
29/10/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,785
30/10/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,43
31/10/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,785
1/11/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
2/11/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
3/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,6875
4/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,795
5/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,7325
6/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,7875
7/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,8125
8/11/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
9/11/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
10/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,8025
11/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,8375
12/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,005
13/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,15
14/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,875
15/11/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
16/11/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
17/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,925
18/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,035
19/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,0175
20/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,2175
21/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,235
22/11/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
23/11/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
24/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,305
25/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,9725
26/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,9475
27/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,9925
28/11/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;7,97
29/11/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
30/11/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
1/12/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,1375
2/12/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,38
3/12/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,2325
4/12/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,3025
5/12/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,3
6/12/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
7/12/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
8/12/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,1325
9/12/2008;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;8,17
10/12/2008;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,1275
11/12/2008;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,055
12/12/2008;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,015
13/12/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
14/12/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
15/12/2008;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,9625
16/12/2008;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,985
17/12/2008;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,855
18/12/2008;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,635
19/12/2008;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,66
20/12/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
21/12/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
22/12/2008;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,755
23/12/2008;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,835
24/12/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
25/12/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
26/12/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
27/12/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
28/12/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
29/12/2008;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,78
30/12/2008;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,7525
31/12/2008;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
1/01/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
2/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,79
3/01/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
4/01/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
5/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,825
6/01/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
7/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,845
8/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,925
9/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,8475
10/01/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
11/01/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
12/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,0375
13/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,205
14/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,18
15/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,4575
16/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,1975
17/01/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
18/01/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
19/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,0575
20/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,4125
21/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,435
22/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,1525
23/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,38
24/01/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
25/01/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
26/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,2
27/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,89
28/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;7,9625
29/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,0925
30/01/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,235
31/01/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
1/02/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
2/02/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,385
3/02/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,3275
4/02/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,2525
5/02/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,2925
6/02/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,22
7/02/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
8/02/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
9/02/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,1575
10/02/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,125
11/02/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,2875
12/02/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,3875
13/02/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,3475
14/02/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
15/02/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
16/02/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,5
17/02/2009;Riksbank key interest rates;Policy rate;2;Currencies against Swedish kronor;1 USD;8,705
18/02/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,785
19/02/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,6625
20/02/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,79
21/02/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
22/02/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
23/02/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,67
24/02/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,8325
25/02/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,735
26/02/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,8775
27/02/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;9,0525
28/02/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
1/03/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
2/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;9,1825
3/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;9,0825
4/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;9,22
5/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;9,065
6/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;9,1675
7/03/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
8/03/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
9/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;9,175
10/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;9,08
11/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,8475
12/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,8575
13/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,5475
14/03/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
15/03/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
16/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,4775
17/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,49
18/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,405
19/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,065
20/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,015
21/03/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
22/03/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
23/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,0575
24/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;7,9825
25/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,18
26/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,0575
27/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;7,965
28/03/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
29/03/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
30/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,3275
31/03/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,285
1/04/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,295
2/04/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,165
3/04/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,04
4/04/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
5/04/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
6/04/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;7,8925
7/04/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,11
8/04/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,305
9/04/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,2425
10/04/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
11/04/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
12/04/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
13/04/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
14/04/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,1975
15/04/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,215
16/04/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,26
17/04/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,3675
18/04/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
19/04/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
20/04/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,5125
21/04/2009;Riksbank key interest rates;Policy rate;1;Currencies against Swedish kronor;1 USD;8,6625
22/04/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;8,5625
23/04/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;8,4375
24/04/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;8,235
25/04/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
26/04/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
27/04/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;8,2025
28/04/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;8,235
29/04/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;8,14
30/04/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,985
1/05/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
2/05/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
3/05/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
4/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;8,0175
5/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,935
6/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,995
7/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,8875
8/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,835
9/05/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
10/05/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
11/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,6825
12/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,79
13/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,73
14/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,9375
15/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,885
16/05/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
17/05/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
18/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,9025
19/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,6525
20/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,6725
21/05/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
22/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,51
23/05/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
24/05/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
25/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,4725
26/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,5525
27/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,56
28/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,7775
29/05/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,66
30/05/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
31/05/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
1/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,4975
2/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,5175
3/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,4775
4/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,6575
5/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,68
6/06/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
7/06/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
8/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,8625
9/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,765
10/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,64
11/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,6975
12/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,635
13/06/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
14/06/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
15/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,83
16/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,8525
17/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,7975
18/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,855
19/06/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
