Date;Group;Series;Value;Group;Series;Value
5/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,8422
6/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,9405
7/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,9421
10/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,8365
11/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,7172
12/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,653
13/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,3706
14/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,2323
17/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,217
18/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,1805
19/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,2341
20/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,2656
21/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,3569
24/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,418
25/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,3528
26/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,3556
27/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,3363
28/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,5736
31/07/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,5225
1/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,5736
2/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,6174
3/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,7291
4/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,7015
7/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,6002
8/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,6393
9/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,6786
10/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,6441
11/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,6967
14/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,8499
15/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,8341
16/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,8421
17/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,9282
18/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,9513
21/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,9651
22/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,9041
23/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,959
24/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,9329
25/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,0244
28/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,0273
29/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,9706
30/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,8987
31/08/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,8668
1/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,9437
4/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;10,9989
5/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,0893
6/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,0948
7/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,1237
8/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,1108
11/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,0659
12/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,0962
13/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,0933
14/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,1192
15/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,1606
18/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,1926
19/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,1361
20/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,1575
21/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,162
22/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,1795
25/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,1046
26/09/2023;Riksbank key interest rates;Policy rate;3,75;Currencies against Swedish kronor;1 USD;11,091
27/09/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,0107
28/09/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,0245
29/09/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,8413
2/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,9134
3/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,0629
4/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,0795
5/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,0581
6/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,0183
9/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,0312
10/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,9753
11/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,8812
12/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,897
13/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,9501
16/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,9802
17/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,9232
18/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,9303
19/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,0437
20/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,0057
23/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,0086
24/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,9444
25/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,157
26/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,2015
27/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,1664
30/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,1716
31/10/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,1208
1/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,1795
2/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,1393
3/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;11,1085
6/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,8638
7/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,9272
8/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,9499
9/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,891
10/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,9087
13/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,8957
14/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,8532
15/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,5763
16/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,5397
17/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,5836
20/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,4883
21/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,3896
22/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,4859
23/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,4397
24/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,479
27/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,42918
28/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,44205
29/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,34638
30/11/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,45723
1/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,45655
4/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,41682
5/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,4553
6/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,49035
7/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,45
8/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,42776
11/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,502
12/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,44197
13/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,45425
14/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,23903
15/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,24347
18/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,20791
19/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,19431
20/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,16904
21/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,10562
22/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,02957
27/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,0009
28/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;9,9318
29/12/2023;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,04163
2/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,18118
3/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,24956
4/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,21684
5/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,28752
8/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,24073
9/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,24817
10/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,22931
11/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,19113
12/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,29062
15/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,30425
16/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,40388
17/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,47394
18/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,44966
19/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,45283
22/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,42654
23/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,4369
24/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,41586
25/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,41954
26/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,4133
29/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,49265
30/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,41591
31/01/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,3979
1/02/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,48215
2/02/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,35376
5/02/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,5844
6/02/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,59527
7/02/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,46075
8/02/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,47639
9/02/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,47299
12/02/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,42607
13/02/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,42435
14/02/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,55979
15/02/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,47892
16/02/2024;Riksbank key interest rates;Policy rate;4;Currencies against Swedish kronor;1 USD;10,46202
