"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"IEXE0102","USD_CLOSE","U.S. dollar (close)"

"OBSERVATIONS"
"date","IEXE0102"
"2014-06-30","1.0670"
"2014-07-02","1.0667"
"2014-07-03","1.0639"
"2014-07-04","1.0657"
"2014-07-07","1.0677"
"2014-07-08","1.0677"
"2014-07-09","1.0660"
"2014-07-10","1.0647"
"2014-07-11","1.0734"
"2014-07-14","1.0715"
"2014-07-15","1.0758"
"2014-07-16","1.0746"
"2014-07-17","1.0758"
"2014-07-18","1.0736"
"2014-07-21","1.0730"
"2014-07-22","1.0736"
"2014-07-23","1.0729"
"2014-07-24","1.0745"
"2014-07-25","1.0814"
"2014-07-28","1.0800"
"2014-07-29","1.0859"
"2014-07-30","1.0901"
"2014-07-31","1.0904"
"2014-08-01","1.0926"
"2014-08-05","1.0960"
"2014-08-06","1.0913"
"2014-08-07","1.0921"
"2014-08-08","1.0971"
"2014-08-11","1.0919"
"2014-08-12","1.0922"
"2014-08-13","1.0917"
"2014-08-14","1.0903"
"2014-08-15","1.0889"
"2014-08-18","1.0886"
"2014-08-19","1.0943"
"2014-08-20","1.0971"
"2014-08-21","1.0945"
"2014-08-22","1.0945"
"2014-08-25","1.0981"
"2014-08-26","1.0952"
"2014-08-27","1.0855"
"2014-08-28","1.0847"
"2014-08-29","1.0873"
"2014-09-02","1.0930"
"2014-09-03","1.0888"
"2014-09-04","1.0874"
"2014-09-05","1.0881"
"2014-09-08","1.0973"
"2014-09-09","1.0971"
"2014-09-10","1.0935"
"2014-09-11","1.1047"
"2014-09-12","1.1094"
"2014-09-15","1.1050"
"2014-09-16","1.0970"
"2014-09-17","1.1004"
"2014-09-18","1.0947"
"2014-09-19","1.0947"
"2014-09-22","1.1031"
"2014-09-23","1.1069"
"2014-09-24","1.1057"
"2014-09-25","1.1108"
"2014-09-26","1.1155"
"2014-09-29","1.1153"
"2014-09-30","1.1200"
"2014-10-01","1.1172"
"2014-10-02","1.1163"
"2014-10-03","1.1259"
"2014-10-06","1.1131"
"2014-10-07","1.1171"
"2014-10-08","1.1104"
"2014-10-09","1.1173"
"2014-10-10","1.1217"
"2014-10-14","1.1306"
"2014-10-15","1.1258"
"2014-10-16","1.1248"
"2014-10-17","1.1277"
"2014-10-20","1.1284"
"2014-10-21","1.1228"
"2014-10-22","1.1243"
"2014-10-23","1.1233"
"2014-10-24","1.1233"
"2014-10-27","1.1238"
"2014-10-28","1.1171"
"2014-10-29","1.1191"
"2014-10-30","1.1196"
"2014-10-31","1.1271"
"2014-11-03","1.1357"
"2014-11-04","1.1410"
"2014-11-05","1.1389"
"2014-11-06","1.1426"
"2014-11-07","1.1333"
"2014-11-10","1.1374"
"2014-11-12","1.1316"
"2014-11-13","1.1376"
"2014-11-14","1.1277"
"2014-11-17","1.1296"
"2014-11-18","1.1299"
"2014-11-19","1.1351"
"2014-11-20","1.1306"
"2014-11-21","1.1239"
"2014-11-24","1.1289"
"2014-11-25","1.1253"
"2014-11-26","1.1236"
"2014-11-27","1.1332"
"2014-11-28","1.1440"
"2014-12-01","1.1328"
"2014-12-02","1.1394"
"2014-12-03","1.1366"
"2014-12-04","1.1375"
"2014-12-05","1.1432"
"2014-12-08","1.1482"
"2014-12-09","1.1440"
"2014-12-10","1.1480"
"2014-12-11","1.1527"
"2014-12-12","1.1572"
"2014-12-15","1.1656"
"2014-12-16","1.1636"
"2014-12-17","1.1639"
"2014-12-18","1.1597"
"2014-12-19","1.1608"
"2014-12-22","1.1637"
"2014-12-23","1.1630"
"2014-12-24","1.1623"
"2014-12-29","1.1629"
"2014-12-30","1.1607"
"2014-12-31","1.1601"
